"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"58084","SF","Justise","Winslow","13.7","32","3500","MIA@PHO","MIA","PHO","","","",""
"12391","PF","Jeremy","Evans","5.1","24","3500","DAL@MIL","DAL","MIL","","","",""
"58081","PG","Tyus","Jones","7.6","9","3500","CLE@MIN","MIN","CLE","","","",""
"9501","PF","Kris","Humphries","13.1","27","3500","TOR@WAS","WAS","TOR","GTD","Knee","",""
"9503","PF","Drew","Gooden","9.6","7","3500","TOR@WAS","WAS","TOR","GTD","Calf","",""
"18702","C","Robert","Sacre","9.2","12","3500","OKC@LAL","LAL","OKC","","","",""
"9490","C","Anderson","Varejao","6.2","24","3500","CLE@MIN","CLE","MIN","","","",""
"17332","C","Tarik","Black","9.6","9","3500","OKC@LAL","LAL","OKC","","","",""
"16026","SG","Markel","Brown","5.2","19","3500","ORL@BKN","BKN","ORL","","","",""
"15548","SG","Andre","Roberson","12.5","35","3500","OKC@LAL","OKC","LAL","","","",""
"23098","SF","Kostas","Papanikolaou","5.9","26","3500","DEN@MEM","DEN","MEM","","","",""
"9520","PF","Charlie","Villanueva","10.6","32","3500","DAL@MIL","DAL","MIL","","","",""
"16059","SG","Jared","Cunningham","5.9","27","3500","CLE@MIN","CLE","MIN","","","",""
"9513","C","Chris","Andersen","4.4","6","3500","MIA@PHO","MIA","PHO","","","",""
"9518","SF","Tayshaun","Prince","7.7","36","3500","CLE@MIN","MIN","CLE","","","",""
"12368","SF","Nemanja","Bjelica","11.8","30","3500","CLE@MIN","MIN","CLE","","","",""
"14532","SF","Kyle","Singler","4.9","27","3500","OKC@LAL","OKC","LAL","","","",""
"9567","SG","Sasha","Vujacic","7.8","23","3500","NY@SA","NY","SA","","","",""
"9563","C","Chris","Kaman","6.7","4","3500","GS@POR","POR","GS","","","",""
"21665","SG","Alan","Anderson","0","24","3500","TOR@WAS","WAS","TOR","O","Ankle","",""
"9559","SF","Rasual","Butler","5.9","25","3500","NY@SA","SA","NY","","","",""
"12335","PF","Kevin","Seraphin","9.7","24","3500","NY@SA","NY","SA","","","",""
"15591","C","Miles","Plumlee","6.4","22","3500","DAL@MIL","MIL","DAL","","","",""
"17384","C","Kyle","O'Quinn","13.5","29","3500","NY@SA","NY","SA","","","",""
"16071","PG","Tim","Frazier","5.2","24","3500","GS@POR","POR","GS","","","",""
"15587","SF","Ryan","Kelly","11.6","11","3500","OKC@LAL","LAL","OKC","","","",""
"12349","SF","Luke","Babbitt","9.2","17","3500","IND@NO","NO","IND","","","",""
"12832","PG","Donald","Sloan","8.1","15","3500","ORL@BKN","BKN","ORL","","","",""
"63477","SF","Luis","Montero","2.1","7","3500","GS@POR","POR","GS","","","",""
"9589","PF","Udonis","Haslem","5.4","16","3500","MIA@PHO","MIA","PHO","","","",""
"16100","PG","Bryce","Cotton","3.2","3","3500","MIA@PHO","PHO","MIA","","","",""
"9568","SF","Metta","World Peace","11.3","18","3500","OKC@LAL","LAL","OKC","","","",""
"15560","PG","Shabazz","Napier","8.7","31","3500","ORL@BKN","ORL","BKN","","","",""
"15417","SG","Solomon","Hill","7.3","18","3500","IND@NO","IND","NO","","","",""
"11104","SF","Alonzo","Gee","10.1","34","3500","IND@NO","NO","IND","","","",""
"18828","SG","Joseph","Young","3.8","12","3500","IND@NO","IND","NO","","","",""
"23799","PF","Mitch","McGary","2.3","9","3500","OKC@LAL","OKC","LAL","","","",""
"42661","PF","Noah","Vonleh","9.2","38","3500","GS@POR","POR","GS","","","",""
"23800","SF","Glenn","Robinson III","6.5","20","3500","IND@NO","IND","NO","","","",""
"15405","PF","JaMychal","Green","12.3","37","3500","DEN@MEM","MEM","DEN","","","",""
"9611","PF","Ryan","Hollins","6.9","4","3500","DEN@MEM","MEM","DEN","","","",""
"9649","PF","Nick","Collison","7.6","32","3500","OKC@LAL","OKC","LAL","","","",""
"9654","SF","Vince","Carter","8.2","19","3500","DEN@MEM","MEM","DEN","","","",""
"23220","SF","Chris","Copeland","3.5","19","3500","DAL@MIL","MIL","DAL","","","",""
"23744","SF","Justin","Anderson","4.2","20","3500","DAL@MIL","DAL","MIL","","","",""
"40819","PF","Jarell","Martin","1","2","3500","DEN@MEM","MEM","DEN","","","",""
"40830","PG","Delon","Wright","1.8","7","3500","TOR@WAS","TOR","WAS","","","",""
"55058","SF","Bruno","Caboclo","1.1","2","3500","TOR@WAS","TOR","WAS","","","",""
"9685","SF","Martell","Webster","0","0","3500","TOR@WAS","WAS","TOR","O","Hip","",""
"9680","PF","Amar'e","Stoudemire","8.4","8","3500","MIA@PHO","MIA","PHO","","","",""
"9682","PG","Andre","Miller","9.7","16","3500","CLE@MIN","MIN","CLE","","","",""
"55061","SF","Damien","Inglis","2.9","7","3500","DAL@MIL","MIL","DAL","O","Ankle","",""
"15955","PF","James Michael","McAdoo","5","25","3500","GS@POR","GS","POR","GTD","Toe","",""
"9693","PG","Beno","Udrih","7.6","21","3500","MIA@PHO","MIA","PHO","","","",""
"15475","PF","Cory","Jefferson","4.3","6","3500","MIA@PHO","PHO","MIA","","","",""
"9669","PF","Jason","Smith","10.9","31","3500","ORL@BKN","ORL","BKN","GTD","Ankle","",""
"23715","SG","Jordan","Adams","9","2","3500","DEN@MEM","MEM","DEN","O","Knee","",""
"9679","PF","Louis","Amundson","7.1","13","3500","NY@SA","NY","SA","GTD","Back","",""
"9678","PF","Channing","Frye","12.4","31","3500","ORL@BKN","ORL","BKN","","","",""
"9674","SG","Leandro","Barbosa","11.1","25","3500","GS@POR","GS","POR","O","Shoulder","",""
"15993","SG","Pat","Connaughton","0.8","12","3500","GS@POR","POR","GS","","","",""
"12424","C","Timofey","Mozgov","13","30","3500","CLE@MIN","CLE","MIN","","","",""
"15996","PG","Jerian","Grant","10.2","34","3500","NY@SA","NY","SA","","","",""
"24244","SF","Cleanthony","Early","1.4","10","3500","NY@SA","NY","SA","O","Knee","",""
"40202","SF","Sergey","Karasev","1.8","12","3500","ORL@BKN","BKN","ORL","","","",""
"42689","PG","Tyler","Ennis","6.5","15","3500","DAL@MIL","MIL","DAL","","","",""
"40200","C","Lucas","Nogueira","6.6","13","3500","TOR@WAS","TOR","WAS","","","",""
"12423","C","Omer","Asik","9.1","27","3500","IND@NO","NO","IND","","","",""
"9720","C","Andrea","Bargnani","10","31","3500","ORL@BKN","BKN","ORL","","","",""
"66520","C","Sasha","Kaun","3","8","3500","CLE@MIN","CLE","MIN","","","",""
"9698","PF","Jason","Thompson","6.3","18","3500","GS@POR","GS","POR","","","",""
"9709","C","Matt","Bonner","4","16","3500","NY@SA","SA","NY","","","",""
"9706","SF","Richard","Jefferson","10.3","32","3500","CLE@MIN","CLE","MIN","","","",""
